long,lat,temperature,timestamp,id
-2.1509717,15.6491617,28,2008-03-24T21:00:00Z,Salif Keita
-2.1552883,15.6549733,29,2008-03-24T22:00:00Z,Salif Keita
-2.1592517,15.66191,29,2008-03-24T23:00:00Z,Salif Keita
-2.1629267,15.6680583,29,2008-03-25T00:00:00Z,Salif Keita
-2.1639767,15.6663517,28,2008-03-25T01:00:00Z,Salif Keita
-2.1631283,15.6657533,29,2008-03-25T02:00:00Z,Salif Keita
-2.1610383,15.6641917,28,2008-03-25T03:00:00Z,Salif Keita
-2.1612867,15.6637517,29,2008-03-25T04:00:00Z,Salif Keita
-2.1607783,15.66259,28,2008-03-25T05:00:00Z,Salif Keita
-2.1603517,15.661215,28,2008-03-25T06:00:00Z,Salif Keita
-2.160665,15.660385,27,2008-03-25T07:00:00Z,Salif Keita
-2.1609817,15.6592133,29,2008-03-25T08:00:00Z,Salif Keita
-2.1601833,15.65739,34,2008-03-25T09:00:00Z,Salif Keita
-2.1604883,15.657385,36,2008-03-25T10:00:00Z,Salif Keita
-2.1594,15.6567683,41,2008-03-25T11:00:00Z,Salif Keita
-2.1570117,15.650735,38,2008-03-25T12:00:00Z,Salif Keita
-2.155425,15.65145,38,2008-03-25T13:00:00Z,Salif Keita
-2.1552717,15.6514117,38,2008-03-25T14:00:00Z,Salif Keita
-2.15489,15.6501667,40,2008-03-25T15:00:00Z,Salif Keita
-2.1544,15.6504333,36,2008-03-25T16:00:00Z,Salif Keita
-2.1542817,15.6521667,37,2008-03-25T17:00:00Z,Salif Keita
-2.154305,15.65385,36,2008-03-25T18:00:00Z,Salif Keita
-2.15681,15.65426,34,2008-03-25T19:00:00Z,Salif Keita
-2.1575617,15.6558583,33,2008-03-25T20:00:00Z,Salif Keita
-2.1613917,15.658605,33,2008-03-25T21:00:00Z,Salif Keita
-2.1593567,15.664175,32,2008-03-25T22:00:00Z,Salif Keita
-2.1539383,15.6686033,30,2008-03-25T23:00:00Z,Salif Keita
-2.1532667,15.671275,30,2008-03-26T00:00:00Z,Salif Keita
-2.1594533,15.6708567,28,2008-03-26T01:00:00Z,Salif Keita
-2.159475,15.67084,27,2008-03-26T02:00:00Z,Salif Keita
-2.1630733,15.6671367,26,2008-03-26T03:00:00Z,Salif Keita
-2.1640167,15.661005,24,2008-03-26T04:00:00Z,Salif Keita
-2.1635933,15.6605783,24,2008-03-26T05:00:00Z,Salif Keita
-2.1635217,15.6597017,25,2008-03-26T06:00:00Z,Salif Keita
-2.163075,15.6589217,24,2008-03-26T07:00:00Z,Salif Keita
-2.1623233,15.6595617,29,2008-03-26T08:00:00Z,Salif Keita
-2.1626133,15.6599083,35,2008-03-26T09:00:00Z,Salif Keita
-2.162105,15.6515183,40,2008-03-26T10:00:00Z,Salif Keita
-2.1620117,15.6516467,39,2008-03-26T11:00:00Z,Salif Keita
-2.1618783,15.6517617,37,2008-03-26T12:00:00Z,Salif Keita
-2.1625733,15.65203,40,2008-03-26T13:00:00Z,Salif Keita
-2.1630267,15.6516817,43,2008-03-26T14:00:00Z,Salif Keita
-2.1635917,15.65091,40,2008-03-26T15:00:00Z,Salif Keita
-2.16355,15.6507783,39,2008-03-26T16:00:00Z,Salif Keita
-2.1635817,15.6494167,38,2008-03-26T17:00:00Z,Salif Keita
-2.165095,15.647595,35,2008-03-26T18:00:00Z,Salif Keita
-2.1645583,15.6461667,34,2008-03-26T19:00:00Z,Salif Keita
-2.1667867,15.6463217,32,2008-03-26T20:00:00Z,Salif Keita
-2.1666767,15.648945,31,2008-03-26T21:00:00Z,Salif Keita
-2.1686167,15.6493217,29,2008-03-26T22:00:00Z,Salif Keita
-2.1727083,15.6584817,28,2008-03-26T23:00:00Z,Salif Keita
-2.173305,15.661185,26,2008-03-27T00:00:00Z,Salif Keita
-2.1771383,15.666035,26,2008-03-27T01:00:00Z,Salif Keita
-2.175865,15.6726483,25,2008-03-27T02:00:00Z,Salif Keita
-2.1774867,15.6748583,24,2008-03-27T03:00:00Z,Salif Keita
-2.17729,15.6745317,24,2008-03-27T04:00:00Z,Salif Keita
-2.1749283,15.671195,23,2008-03-27T05:00:00Z,Salif Keita
-2.1717183,15.6685233,23,2008-03-27T06:00:00Z,Salif Keita
-2.1677083,15.66579,24,2008-03-27T07:00:00Z,Salif Keita
-2.1644267,15.66156,30,2008-03-27T08:00:00Z,Salif Keita
-2.1640717,15.6591233,36,2008-03-27T09:00:00Z,Salif Keita
-2.164055,15.65914,36,2008-03-27T10:00:00Z,Salif Keita
-2.1640267,15.6571833,38,2008-03-27T11:00:00Z,Salif Keita
-2.1618283,15.6523233,33,2008-03-27T12:00:00Z,Salif Keita
-2.161355,15.6506,35,2008-03-27T13:00:00Z,Salif Keita
-2.1612733,15.6498233,40,2008-03-27T14:00:00Z,Salif Keita
-2.16017,15.6500267,40,2008-03-27T15:00:00Z,Salif Keita
-2.1591267,15.6529267,36,2008-03-27T16:00:00Z,Salif Keita
-2.1581283,15.652495,37,2008-03-27T17:00:00Z,Salif Keita
-2.1561017,15.6499183,35,2008-03-27T18:00:00Z,Salif Keita
-2.1520367,15.6460383,33,2008-03-27T19:00:00Z,Salif Keita
-2.14999,15.6446167,32,2008-03-27T20:00:00Z,Salif Keita
-2.143605,15.64521,31,2008-03-27T21:00:00Z,Salif Keita
-2.138405,15.641895,30,2008-03-27T22:00:00Z,Salif Keita
-2.137825,15.6421933,29,2008-03-27T23:00:00Z,Salif Keita
-2.1378067,15.6422333,27,2008-03-28T00:00:00Z,Salif Keita
-2.1382267,15.64347,26,2008-03-28T01:00:00Z,Salif Keita
-2.142045,15.6459767,24,2008-03-28T02:00:00Z,Salif Keita
-2.1519967,15.64979,24,2008-03-28T03:00:00Z,Salif Keita
-2.1582983,15.65678,24,2008-03-28T04:00:00Z,Salif Keita
-2.159115,15.6566467,23,2008-03-28T05:00:00Z,Salif Keita
-2.1597733,15.6567817,22,2008-03-28T06:00:00Z,Salif Keita
-2.161475,15.6578683,24,2008-03-28T07:00:00Z,Salif Keita
-2.1626117,15.6574867,31,2008-03-28T08:00:00Z,Salif Keita
-2.16076,15.6569117,35,2008-03-28T09:00:00Z,Salif Keita
-2.1604817,15.6555817,36,2008-03-28T10:00:00Z,Salif Keita
-2.1604783,15.6540667,38,2008-03-28T11:00:00Z,Salif Keita
-2.1611733,15.651675,36,2008-03-28T12:00:00Z,Salif Keita
-2.1610717,15.6512383,39,2008-03-28T13:00:00Z,Salif Keita
-2.1610233,15.6513533,36,2008-03-28T14:00:00Z,Salif Keita
-2.16371,15.650605,38,2008-03-28T15:00:00Z,Salif Keita
-2.1634,15.6501367,39,2008-03-28T16:00:00Z,Salif Keita
-2.1633817,15.6489483,37,2008-03-28T17:00:00Z,Salif Keita
-2.1648983,15.6482233,36,2008-03-28T18:00:00Z,Salif Keita
-2.1662133,15.6502933,35,2008-03-28T19:00:00Z,Salif Keita
-2.167145,15.6513933,35,2008-03-28T20:00:00Z,Salif Keita
-2.16705,15.6517967,35,2008-03-28T21:00:00Z,Salif Keita
-2.1698733,15.6551717,34,2008-03-28T22:00:00Z,Salif Keita
-2.16986,15.6556033,32,2008-03-28T23:00:00Z,Salif Keita
-2.1715017,15.657375,31,2008-03-29T00:00:00Z,Salif Keita
-2.1718417,15.659425,31,2008-03-29T01:00:00Z,Salif Keita
-2.1731183,15.6600183,29,2008-03-29T02:00:00Z,Salif Keita
-2.174635,15.6598317,27,2008-03-29T03:00:00Z,Salif Keita
-2.1746333,15.659825,27,2008-03-29T04:00:00Z,Salif Keita
-2.1692383,15.6589,25,2008-03-29T05:00:00Z,Salif Keita
-2.16894,15.6584733,24,2008-03-29T06:00:00Z,Salif Keita
-2.168015,15.6571733,24,2008-03-29T07:00:00Z,Salif Keita
-2.1667567,15.6556233,28,2008-03-29T08:00:00Z,Salif Keita
-2.1660283,15.655065,34,2008-03-29T09:00:00Z,Salif Keita
-2.1655167,15.6533383,35,2008-03-29T10:00:00Z,Salif Keita
-2.1648333,15.6536033,38,2008-03-29T11:00:00Z,Salif Keita
-2.16367,15.6530433,42,2008-03-29T12:00:00Z,Salif Keita
-2.1623533,15.650725,41,2008-03-29T13:00:00Z,Salif Keita
-2.15922,15.6497783,42,2008-03-29T14:00:00Z,Salif Keita
-2.1575683,15.6501483,39,2008-03-29T15:00:00Z,Salif Keita
-2.156135,15.6522317,39,2008-03-29T16:00:00Z,Salif Keita
-2.1539283,15.6525517,39,2008-03-29T17:00:00Z,Salif Keita
-2.15186,15.6523133,36,2008-03-29T18:00:00Z,Salif Keita
-2.1520217,15.645795,33,2008-03-29T19:00:00Z,Salif Keita
-2.150685,15.6458667,31,2008-03-29T20:00:00Z,Salif Keita
-2.1448767,15.6455133,30,2008-03-29T21:00:00Z,Salif Keita
-2.1357817,15.64179,27,2008-03-29T22:00:00Z,Salif Keita
-2.1355967,15.6440417,26,2008-03-29T23:00:00Z,Salif Keita
-2.132255,15.6433317,24,2008-03-30T00:00:00Z,Salif Keita
-2.13143,15.6434917,23,2008-03-30T01:00:00Z,Salif Keita
-2.1314933,15.643475,22,2008-03-30T02:00:00Z,Salif Keita
-2.1457883,15.6476933,23,2008-03-30T03:00:00Z,Salif Keita
-2.1523817,15.649625,24,2008-03-30T04:00:00Z,Salif Keita
-2.1591217,15.656615,22,2008-03-30T05:00:00Z,Salif Keita
-2.1597,15.6569383,20,2008-03-30T06:00:00Z,Salif Keita
-2.1624433,15.6577317,21,2008-03-30T07:00:00Z,Salif Keita
-2.1628767,15.6575883,29,2008-03-30T08:00:00Z,Salif Keita
-2.1649183,15.6590567,32,2008-03-30T09:00:00Z,Salif Keita
-2.1644183,15.65916,39,2008-03-30T10:00:00Z,Salif Keita
-2.16406,15.6591667,39,2008-03-30T11:00:00Z,Salif Keita
-2.164045,15.6587667,39,2008-03-30T12:00:00Z,Salif Keita
-2.16406,15.658695,39,2008-03-30T13:00:00Z,Salif Keita
-2.1635633,15.65906,42,2008-03-30T14:00:00Z,Salif Keita
-2.1624783,15.6600483,44,2008-03-30T15:00:00Z,Salif Keita
-2.16219,15.6595317,39,2008-03-30T16:00:00Z,Salif Keita
-2.1621817,15.6596217,38,2008-03-30T17:00:00Z,Salif Keita
-2.1629167,15.6606367,36,2008-03-30T18:00:00Z,Salif Keita
-2.1640017,15.6667667,34,2008-03-30T19:00:00Z,Salif Keita
-2.1661617,15.67958,32,2008-03-30T20:00:00Z,Salif Keita
-2.1645017,15.6800217,30,2008-03-30T21:00:00Z,Salif Keita
-2.1634783,15.6796633,29,2008-03-30T22:00:00Z,Salif Keita
-2.1634767,15.67966,29,2008-03-30T23:00:00Z,Salif Keita
-2.1646433,15.6778417,27,2008-03-31T00:00:00Z,Salif Keita
-2.1689233,15.6688817,25,2008-03-31T01:00:00Z,Salif Keita
-2.1700467,15.66668,23,2008-03-31T02:00:00Z,Salif Keita
-2.171095,15.66722,22,2008-03-31T03:00:00Z,Salif Keita
-2.1716967,15.66767,22,2008-03-31T04:00:00Z,Salif Keita
-2.1717533,15.667755,22,2008-03-31T05:00:00Z,Salif Keita
-2.1713017,15.6655117,21,2008-03-31T06:00:00Z,Salif Keita
-2.1687483,15.6596083,22,2008-03-31T07:00:00Z,Salif Keita
-2.1668983,15.65857,29,2008-03-31T08:00:00Z,Salif Keita
-2.1636433,15.6579883,34,2008-03-31T09:00:00Z,Salif Keita
-2.1627717,15.6553533,39,2008-03-31T10:00:00Z,Salif Keita
-2.1605467,15.6512217,35,2008-03-31T11:00:00Z,Salif Keita
-2.1601133,15.6500917,40,2008-03-31T12:00:00Z,Salif Keita
-2.161125,15.65001,44,2008-03-31T13:00:00Z,Salif Keita
-2.1621333,15.6502533,37,2008-03-31T14:00:00Z,Salif Keita
-2.1620867,15.65034,37,2008-03-31T15:00:00Z,Salif Keita
-2.1597667,15.649455,37,2008-03-31T16:00:00Z,Salif Keita
-2.1567717,15.6503217,37,2008-03-31T17:00:00Z,Salif Keita
-2.1585167,15.6558617,37,2008-03-31T18:00:00Z,Salif Keita
-2.159235,15.656705,34,2008-03-31T19:00:00Z,Salif Keita
-2.159115,15.6573483,31,2008-03-31T20:00:00Z,Salif Keita
-2.1595967,15.6586217,28,2008-03-31T21:00:00Z,Salif Keita
-2.1595183,15.6591117,29,2008-03-31T22:00:00Z,Salif Keita
-2.159555,15.65946,29,2008-03-31T23:00:00Z,Salif Keita
-2.1594867,15.6596967,28,2008-04-01T00:00:00Z,Salif Keita
-2.1591783,15.6622233,26,2008-04-01T01:00:00Z,Salif Keita
-2.159645,15.6629667,25,2008-04-01T02:00:00Z,Salif Keita
-2.1600183,15.6630017,25,2008-04-01T03:00:00Z,Salif Keita
-2.1607917,15.662565,24,2008-04-01T04:00:00Z,Salif Keita
-2.1602267,15.66141,23,2008-04-01T05:00:00Z,Salif Keita
-2.1605967,15.661075,24,2008-04-01T06:00:00Z,Salif Keita
-2.1626783,15.6598733,24,2008-04-01T07:00:00Z,Salif Keita
-2.16242,15.65982,32,2008-04-01T08:00:00Z,Salif Keita
-2.1626817,15.6599017,38,2008-04-01T09:00:00Z,Salif Keita
-2.16246,15.6601067,37,2008-04-01T10:00:00Z,Salif Keita
-2.16154,15.6588217,40,2008-04-01T11:00:00Z,Salif Keita
-2.1606533,15.6563017,44,2008-04-01T12:00:00Z,Salif Keita
-2.1602433,15.6504133,40,2008-04-01T13:00:00Z,Salif Keita
-2.160535,15.650275,36,2008-04-01T14:00:00Z,Salif Keita
-2.1610767,15.649915,43,2008-04-01T15:00:00Z,Salif Keita
-2.16147,15.649155,40,2008-04-01T16:00:00Z,Salif Keita
-2.1626483,15.6487133,38,2008-04-01T17:00:00Z,Salif Keita
-2.16333,15.648185,36,2008-04-01T18:00:00Z,Salif Keita
-2.1668533,15.6462867,33,2008-04-01T19:00:00Z,Salif Keita
-2.1731833,15.64037,31,2008-04-01T20:00:00Z,Salif Keita
-2.1773067,15.64101,30,2008-04-01T21:00:00Z,Salif Keita
-2.1727883,15.6439267,29,2008-04-01T22:00:00Z,Salif Keita
-2.168025,15.6526117,28,2008-04-01T23:00:00Z,Salif Keita
-2.1700783,15.6541583,27,2008-04-02T00:00:00Z,Salif Keita
-2.17026,15.6553867,26,2008-04-02T01:00:00Z,Salif Keita
-2.171495,15.655895,26,2008-04-02T02:00:00Z,Salif Keita
-2.1720433,15.6581217,24,2008-04-02T03:00:00Z,Salif Keita
-2.1719017,15.6592317,23,2008-04-02T04:00:00Z,Salif Keita
-2.1704383,15.65787,23,2008-04-02T05:00:00Z,Salif Keita
-2.1703667,15.657965,23,2008-04-02T06:00:00Z,Salif Keita
-2.1697433,15.658245,23,2008-04-02T07:00:00Z,Salif Keita
-2.1685767,15.658545,28,2008-04-02T08:00:00Z,Salif Keita
-2.16751,15.6587033,33,2008-04-02T09:00:00Z,Salif Keita
-2.1637883,15.658075,36,2008-04-02T10:00:00Z,Salif Keita
-2.16372,15.6578667,37,2008-04-02T11:00:00Z,Salif Keita
-2.163885,15.6578567,38,2008-04-02T12:00:00Z,Salif Keita
-2.1639317,15.6575967,40,2008-04-02T13:00:00Z,Salif Keita
-2.1635083,15.6565767,40,2008-04-02T14:00:00Z,Salif Keita
-2.1633267,15.6552517,39,2008-04-02T15:00:00Z,Salif Keita
-2.1599817,15.6505867,33,2008-04-02T16:00:00Z,Salif Keita
-2.1587183,15.64997,33,2008-04-02T17:00:00Z,Salif Keita
-2.1564283,15.652035,33,2008-04-02T18:00:00Z,Salif Keita
-2.15246,15.6530083,31,2008-04-02T19:00:00Z,Salif Keita
-2.1464117,15.6489983,29,2008-04-02T20:00:00Z,Salif Keita
-2.1475067,15.6486533,28,2008-04-02T21:00:00Z,Salif Keita
-2.15185,15.65154,27,2008-04-02T22:00:00Z,Salif Keita
-2.15954,15.65911,26,2008-04-02T23:00:00Z,Salif Keita
-2.1596683,15.659525,26,2008-04-03T00:00:00Z,Salif Keita
-2.159695,15.6595083,26,2008-04-03T01:00:00Z,Salif Keita
-2.15987,15.6595783,25,2008-04-03T02:00:00Z,Salif Keita
-2.16057,15.6610983,24,2008-04-03T03:00:00Z,Salif Keita
-2.1605117,15.6614867,24,2008-04-03T04:00:00Z,Salif Keita
-2.1605017,15.6615117,24,2008-04-03T05:00:00Z,Salif Keita
-2.1605583,15.66113,22,2008-04-03T06:00:00Z,Salif Keita
-2.1608833,15.6614467,22,2008-04-03T07:00:00Z,Salif Keita
-2.162635,15.6598967,26,2008-04-03T08:00:00Z,Salif Keita
-2.1627733,15.6593683,31,2008-04-03T09:00:00Z,Salif Keita
-2.1619567,15.65841,35,2008-04-03T10:00:00Z,Salif Keita
-2.1608417,15.6569367,38,2008-04-03T11:00:00Z,Salif Keita
-2.1599617,15.656845,39,2008-04-03T12:00:00Z,Salif Keita
-2.1599083,15.65673,43,2008-04-03T13:00:00Z,Salif Keita
-2.160295,15.6551033,38,2008-04-03T14:00:00Z,Salif Keita
-2.1593283,15.65363,38,2008-04-03T15:00:00Z,Salif Keita
-2.1585383,15.6527167,38,2008-04-03T16:00:00Z,Salif Keita
-2.15741,15.65235,35,2008-04-03T17:00:00Z,Salif Keita
-2.15859,15.6489583,32,2008-04-03T18:00:00Z,Salif Keita
-2.15714,15.6467,29,2008-04-03T19:00:00Z,Salif Keita
-2.1589383,15.6445583,27,2008-04-03T20:00:00Z,Salif Keita
-2.162485,15.648095,25,2008-04-03T21:00:00Z,Salif Keita
-2.16522,15.6485317,24,2008-04-03T22:00:00Z,Salif Keita
-2.1695883,15.6516467,23,2008-04-03T23:00:00Z,Salif Keita
-2.1725483,15.660365,22,2008-04-04T00:00:00Z,Salif Keita
-2.173455,15.6612383,21,2008-04-04T01:00:00Z,Salif Keita
-2.175125,15.6616517,20,2008-04-04T02:00:00Z,Salif Keita
-2.17696,15.6662867,19,2008-04-04T03:00:00Z,Salif Keita
-2.1737067,15.66802,18,2008-04-04T04:00:00Z,Salif Keita
-2.1720633,15.66775,17,2008-04-04T05:00:00Z,Salif Keita
-2.172125,15.6677933,16,2008-04-04T06:00:00Z,Salif Keita
-2.1720567,15.6677983,18,2008-04-04T07:00:00Z,Salif Keita
-2.17372,15.6680417,25,2008-04-04T08:00:00Z,Salif Keita
-2.172665,15.6691967,29,2008-04-04T09:00:00Z,Salif Keita
-2.17195,15.6686283,35,2008-04-04T10:00:00Z,Salif Keita
-2.1702683,15.6675867,36,2008-04-04T11:00:00Z,Salif Keita
-2.17096,15.66688,36,2008-04-04T12:00:00Z,Salif Keita
-2.1709833,15.66687,34,2008-04-04T13:00:00Z,Salif Keita
-2.1709733,15.66676,35,2008-04-04T14:00:00Z,Salif Keita
-2.170325,15.6673383,35,2008-04-04T15:00:00Z,Salif Keita
-2.17068,15.6669383,36,2008-04-04T16:00:00Z,Salif Keita
-2.171905,15.6676833,34,2008-04-04T17:00:00Z,Salif Keita
-2.172805,15.66942,31,2008-04-04T18:00:00Z,Salif Keita
-2.1749317,15.6712117,27,2008-04-04T19:00:00Z,Salif Keita
-2.17823,15.677505,24,2008-04-04T20:00:00Z,Salif Keita
-2.18128,15.6892683,22,2008-04-04T21:00:00Z,Salif Keita
-2.19576,15.69603,22,2008-04-04T22:00:00Z,Salif Keita
-2.21409,15.7034817,20,2008-04-04T23:00:00Z,Salif Keita
-2.2263033,15.70843,18,2008-04-05T00:00:00Z,Salif Keita
-2.239825,15.7175433,17,2008-04-05T01:00:00Z,Salif Keita
-2.2536083,15.7271083,16,2008-04-05T02:00:00Z,Salif Keita
-2.2670683,15.732025,14,2008-04-05T03:00:00Z,Salif Keita
-2.2700183,15.73285,13,2008-04-05T04:00:00Z,Salif Keita
-2.2703383,15.733055,13,2008-04-05T05:00:00Z,Salif Keita
-2.270485,15.73353,12,2008-04-05T06:00:00Z,Salif Keita
-2.2724,15.7337783,16,2008-04-05T07:00:00Z,Salif Keita
-2.2705283,15.7337567,23,2008-04-05T08:00:00Z,Salif Keita
-2.27014,15.733895,31,2008-04-05T09:00:00Z,Salif Keita
-2.269525,15.73475,35,2008-04-05T10:00:00Z,Salif Keita
-2.2690433,15.7349883,40,2008-04-05T11:00:00Z,Salif Keita
-2.26919,15.73477,41,2008-04-05T12:00:00Z,Salif Keita
-2.2689967,15.73482,43,2008-04-05T13:00:00Z,Salif Keita
-2.2687367,15.7350417,44,2008-04-05T14:00:00Z,Salif Keita
-2.2675517,15.7356183,42,2008-04-05T15:00:00Z,Salif Keita
-2.2666983,15.7349417,40,2008-04-05T16:00:00Z,Salif Keita
-2.2644683,15.73102,36,2008-04-05T17:00:00Z,Salif Keita
-2.26092,15.728475,32,2008-04-05T18:00:00Z,Salif Keita
-2.2590417,15.7194183,28,2008-04-05T19:00:00Z,Salif Keita
-2.2550317,15.71658,25,2008-04-05T20:00:00Z,Salif Keita
-2.2525533,15.7162533,23,2008-04-05T21:00:00Z,Salif Keita
-2.252475,15.7161817,22,2008-04-05T22:00:00Z,Salif Keita
-2.2449433,15.71625,22,2008-04-05T23:00:00Z,Salif Keita
-2.2360483,15.7163883,20,2008-04-06T00:00:00Z,Salif Keita
-2.235915,15.715795,20,2008-04-06T01:00:00Z,Salif Keita
-2.2359567,15.7157817,19,2008-04-06T02:00:00Z,Salif Keita
-2.2356683,15.7154733,20,2008-04-06T03:00:00Z,Salif Keita
-2.2356867,15.7154883,19,2008-04-06T04:00:00Z,Salif Keita
-2.2356433,15.7155217,17,2008-04-06T05:00:00Z,Salif Keita
-2.2376417,15.715735,15,2008-04-06T06:00:00Z,Salif Keita
-2.2508483,15.7163567,18,2008-04-06T07:00:00Z,Salif Keita
-2.2561183,15.7212983,25,2008-04-06T08:00:00Z,Salif Keita
-2.26103,15.724205,33,2008-04-06T09:00:00Z,Salif Keita
-2.26203,15.72484,37,2008-04-06T10:00:00Z,Salif Keita
-2.2651717,15.72693,42,2008-04-06T11:00:00Z,Salif Keita
-2.2692617,15.7297333,39,2008-04-06T12:00:00Z,Salif Keita
-2.2699433,15.730835,43,2008-04-06T13:00:00Z,Salif Keita
-2.2709333,15.7310733,45,2008-04-06T14:00:00Z,Salif Keita
-2.2709433,15.7323617,44,2008-04-06T15:00:00Z,Salif Keita
-2.2714833,15.73255,43,2008-04-06T16:00:00Z,Salif Keita
-2.2713717,15.7331117,40,2008-04-06T17:00:00Z,Salif Keita
-2.271345,15.7331,35,2008-04-06T18:00:00Z,Salif Keita
-2.2712533,15.7325083,29,2008-04-06T19:00:00Z,Salif Keita
-2.270135,15.732225,25,2008-04-06T20:00:00Z,Salif Keita
-2.26482,15.73022,24,2008-04-06T21:00:00Z,Salif Keita
-2.2638533,15.7253283,21,2008-04-06T22:00:00Z,Salif Keita
-2.2753867,15.7222017,20,2008-04-06T23:00:00Z,Salif Keita
-2.2764,15.7207633,20,2008-04-07T00:00:00Z,Salif Keita
-2.2745867,15.7199333,19,2008-04-07T01:00:00Z,Salif Keita
-2.2739617,15.7197783,18,2008-04-07T02:00:00Z,Salif Keita
-2.2681117,15.718115,18,2008-04-07T03:00:00Z,Salif Keita
-2.2649633,15.71806,18,2008-04-07T04:00:00Z,Salif Keita
-2.26759,15.7229583,16,2008-04-07T05:00:00Z,Salif Keita
-2.2669567,15.7243733,16,2008-04-07T06:00:00Z,Salif Keita
-2.2670517,15.7249117,18,2008-04-07T07:00:00Z,Salif Keita
-2.2681233,15.7256367,25,2008-04-07T08:00:00Z,Salif Keita
-2.2698317,15.7273067,30,2008-04-07T09:00:00Z,Salif Keita
-2.2699217,15.7272633,32,2008-04-07T10:00:00Z,Salif Keita
-2.2701583,15.7268733,39,2008-04-07T11:00:00Z,Salif Keita
-2.2704233,15.7271417,38,2008-04-07T12:00:00Z,Salif Keita
-2.2706233,15.7291417,40,2008-04-07T13:00:00Z,Salif Keita
-2.2708833,15.7312333,45,2008-04-07T14:00:00Z,Salif Keita
-2.27118,15.731755,43,2008-04-07T15:00:00Z,Salif Keita
-2.27079,15.73226,41,2008-04-07T16:00:00Z,Salif Keita
-2.2703783,15.7330517,40,2008-04-07T17:00:00Z,Salif Keita
