id,y,x,t
N17003,40.09523,-94.54502,5/19/2017 3:01
N17003,40.0944,-94.54513,5/19/2017 8:01
N17003,40.09414,-94.54435,5/19/2017 13:01
N17003,40.09516,-94.54505,5/19/2017 18:01
N17003,40.09936,-94.54411,5/19/2017 23:01
N17003,40.10002,-94.54397,5/20/2017 4:01
N17003,40.09944,-94.54544,5/20/2017 9:02
N17003,40.1002,-94.54428,5/20/2017 14:01
N17003,40.09952,-94.5446,5/20/2017 19:01
N17003,40.10058,-94.53975,5/21/2017 0:01
N17003,40.10119,-94.5385,5/21/2017 5:01
N17003,40.10108,-94.53845,5/21/2017 10:01
N17003,40.10189,-94.53741,5/21/2017 15:02
N17003,40.09972,-94.53787,5/21/2017 20:01
N17003,40.0995,-94.53831,5/22/2017 1:01
N17003,40.10123,-94.53928,5/22/2017 6:01
N17003,40.10123,-94.53634,5/22/2017 11:01
N17003,40.10178,-94.53768,5/22/2017 16:01
N17003,40.102,-94.54725,5/22/2017 21:01
N17003,40.10192,-94.54628,5/23/2017 2:01
N17003,40.1005,-94.54563,5/23/2017 7:01
N17003,40.10029,-94.54376,5/23/2017 12:02
N17003,40.09997,-94.5438,5/23/2017 17:01
N17003,40.09524,-94.54529,5/23/2017 22:01
N17003,40.09442,-94.54512,5/24/2017 3:01
N17003,40.09473,-94.54473,5/24/2017 8:02
N17003,40.09522,-94.54433,5/24/2017 13:02
N17003,40.09585,-94.54541,5/24/2017 18:02
N17003,40.09436,-94.55011,5/24/2017 23:01
N17003,40.09524,-94.54527,5/25/2017 4:01
N17003,40.0941,-94.5446,5/25/2017 9:01
N17003,40.09392,-94.54409,5/25/2017 14:01
N17003,40.09115,-94.53562,5/25/2017 19:01
N17003,40.0888,-94.52896,5/26/2017 0:01
N17003,40.09482,-94.53791,5/26/2017 5:01
N17003,40.09513,-94.53952,5/26/2017 10:01
N17003,40.09576,-94.54079,5/26/2017 15:01
N17003,40.0996,-94.5383,5/26/2017 20:01
N17003,40.09959,-94.53716,5/27/2017 1:01
N17003,40.10054,-94.53899,5/27/2017 6:01
N17003,40.10084,-94.53962,5/27/2017 11:01
N17003,40.10118,-94.53846,5/27/2017 16:01
N17003,40.09938,-94.53634,5/27/2017 21:01
N17003,40.09997,-94.53779,5/28/2017 2:01
N17003,40.10093,-94.53656,5/28/2017 7:01
N17003,40.10183,-94.53732,5/28/2017 12:01
N17003,40.10193,-94.53724,5/28/2017 17:01
N17003,40.09926,-94.53868,5/28/2017 22:01
N17003,40.09946,-94.53636,5/29/2017 3:01
N17003,40.10159,-94.53765,5/29/2017 8:01
N17003,40.10205,-94.53728,5/29/2017 13:01
N17003,40.10158,-94.53732,5/29/2017 18:01
N17003,40.09994,-94.53787,5/29/2017 23:01
N17003,40.09995,-94.53781,5/30/2017 4:01
N17003,40.1014,-94.53842,5/30/2017 9:01
N17003,40.10215,-94.53705,5/30/2017 14:01
N17003,40.10073,-94.53834,5/30/2017 19:01
N17003,40.0997,-94.53728,5/31/2017 0:01
N17003,40.09907,-94.54195,5/31/2017 5:02
N17003,40.10054,-94.54092,5/31/2017 10:01
N17003,40.10041,-94.54229,5/31/2017 15:01
N17003,40.09949,-94.53773,5/31/2017 20:01
N17003,40.09993,-94.53781,6/1/2017 1:01
N17003,40.10091,-94.53652,6/1/2017 6:01
N17003,40.10209,-94.53727,6/1/2017 11:02
N17003,40.10244,-94.53602,6/1/2017 16:01
N17003,40.09232,-94.53018,6/1/2017 21:01
N17003,40.09225,-94.53022,6/2/2017 2:01
N17003,40.09696,-94.53876,6/2/2017 7:01
N17003,40.09693,-94.53881,6/2/2017 12:01
N17003,40.0968,-94.53865,6/2/2017 17:01
N17003,40.09992,-94.53779,6/2/2017 22:01
N17003,40.10052,-94.53759,6/3/2017 3:01
N17003,40.10136,-94.5382,6/3/2017 8:01
N17003,40.10139,-94.53811,6/3/2017 13:01
N17003,40.10165,-94.53852,6/3/2017 18:02
N17003,40.10066,-94.5361,6/3/2017 23:01
N17003,40.10069,-94.53672,6/4/2017 4:01
N17003,40.10159,-94.53628,6/4/2017 9:02
N17003,40.10197,-94.53699,6/4/2017 14:01
N17003,40.10079,-94.538,6/4/2017 19:01
N17003,40.09326,-94.52488,6/5/2017 0:01
N17003,40.09489,-94.53956,6/5/2017 5:02
N17003,40.09687,-94.53874,6/5/2017 10:01
N17003,40.09702,-94.53905,6/5/2017 15:02
N17003,40.09747,-94.53948,6/5/2017 20:01
N17003,40.09973,-94.53728,6/6/2017 1:01
N17003,40.1006,-94.53686,6/6/2017 6:01
N17003,40.10134,-94.53798,6/6/2017 11:01
N17003,40.10161,-94.53587,6/6/2017 16:02
N17003,40.10242,-94.53385,6/6/2017 21:01
N17003,40.10416,-94.53633,6/7/2017 2:01
N17003,40.10256,-94.53493,6/7/2017 7:01
N17003,40.10152,-94.53586,6/7/2017 12:01
N17003,40.10236,-94.53606,6/7/2017 17:01
N17003,40.10283,-94.53994,6/7/2017 22:02
N17003,40.10256,-94.54176,6/8/2017 3:01
N17003,40.10066,-94.54238,6/8/2017 8:02
N17003,40.1006,-94.54193,6/8/2017 13:01
N17003,40.10005,-94.5409,6/8/2017 18:01
N17003,40.1036,-94.54246,6/8/2017 23:01
N17003,40.10309,-94.542,6/9/2017 4:01
N17003,40.10134,-94.53825,6/9/2017 9:01
N17003,40.10226,-94.53747,6/9/2017 14:01
N17003,40.10295,-94.53674,6/9/2017 19:01
N17003,40.10364,-94.54241,6/10/2017 0:01
N17003,40.10187,-94.5418,6/10/2017 5:01
N17003,40.10183,-94.54006,6/10/2017 10:02
N17003,40.1011,-94.53827,6/10/2017 15:01
N17003,40.10345,-94.53769,6/10/2017 20:01
N17003,40.10219,-94.54498,6/11/2017 1:01
N17003,40.10139,-94.53811,6/11/2017 6:01
N17003,40.1013,-94.53806,6/11/2017 11:01
N17003,40.10247,-94.53598,6/11/2017 16:02
N17003,40.1039,-94.53815,6/11/2017 21:01
N17003,40.10363,-94.54101,6/12/2017 2:01
N17003,40.1022,-94.53606,6/12/2017 7:01
N17003,40.10207,-94.53605,6/12/2017 12:01
N17003,40.10257,-94.53652,6/12/2017 17:01
N17003,40.10371,-94.54029,6/12/2017 22:01
N17003,40.10959,-94.53666,6/13/2017 3:01
N17003,40.10189,-94.54018,6/13/2017 8:01
N17003,40.10126,-94.5382,6/13/2017 13:01
N17003,40.10123,-94.53816,6/13/2017 18:01
N17003,40.1022,-94.54018,6/13/2017 23:01
N17003,40.10199,-94.53671,6/14/2017 4:02
N17003,40.10185,-94.53693,6/14/2017 9:02
N17003,40.10132,-94.5381,6/14/2017 14:01
N17003,40.10352,-94.53845,6/14/2017 19:01
N17003,40.10416,-94.54161,6/15/2017 0:01
N17003,40.10322,-94.54164,6/15/2017 5:02
N17003,40.0969,-94.53881,6/15/2017 10:01
N17003,40.09688,-94.5385,6/15/2017 15:01
N17003,40.09738,-94.53598,6/15/2017 20:01
N17003,40.09967,-94.53727,6/16/2017 1:01
N17003,40.10138,-94.53813,6/16/2017 6:01
N17003,40.1013,-94.53823,6/16/2017 11:01
N17003,40.10264,-94.53907,6/16/2017 16:01
N17003,40.10283,-94.54067,6/16/2017 21:01
N17003,40.10208,-94.54345,6/17/2017 2:01
N17003,40.0996,-94.54285,6/17/2017 7:02
N17003,40.09986,-94.54283,6/17/2017 12:01
N17003,40.10096,-94.53877,6/17/2017 17:01
N17003,40.10254,-94.54033,6/17/2017 22:01
N17003,40.09988,-94.53633,6/18/2017 3:01
N17003,40.09949,-94.53623,6/18/2017 8:01
N17003,40.0997,-94.53628,6/18/2017 13:01
N17003,40.09954,-94.53633,6/18/2017 18:01
N17003,40.10047,-94.53633,6/18/2017 23:01
N17003,40.10045,-94.53617,6/19/2017 4:01
N17003,40.10159,-94.53601,6/19/2017 9:01
N17003,40.10213,-94.53693,6/19/2017 14:01
N17003,40.10231,-94.53579,6/19/2017 19:02
N17003,40.10384,-94.54073,6/20/2017 0:01
N17003,40.10071,-94.54214,6/20/2017 5:01
N17003,40.10066,-94.54203,6/20/2017 10:02
N17003,40.10105,-94.54206,6/20/2017 15:01
N17003,40.1029,-94.54092,6/20/2017 20:01
N17003,40.10221,-94.54428,6/21/2017 1:01
N17003,40.09988,-94.54288,6/21/2017 6:01
N17003,40.09691,-94.5388,6/21/2017 11:01
N17003,40.09686,-94.53816,6/21/2017 16:02
N17003,40.08957,-94.53014,6/21/2017 21:01
N17003,40.08847,-94.52935,6/22/2017 2:01
N17003,40.09522,-94.53472,6/22/2017 7:01
N17003,40.09695,-94.53881,6/22/2017 12:01
N17003,40.09644,-94.53765,6/22/2017 17:01
N17003,40.10016,-94.53774,6/22/2017 22:01
N17003,40.09972,-94.53655,6/23/2017 3:01
N17003,40.09972,-94.53579,6/23/2017 8:01
N17003,40.0997,-94.53627,6/23/2017 13:01
N17003,40.09964,-94.5363,6/23/2017 18:01
N17003,40.10049,-94.53713,6/23/2017 23:01
N17003,40.10064,-94.53987,6/24/2017 4:01
N17003,40.10126,-94.53816,6/24/2017 9:01
N17003,40.10001,-94.53607,6/24/2017 14:01
N17003,40.10047,-94.53781,6/24/2017 19:01
N17003,40.10006,-94.53777,6/25/2017 0:01
N17003,40.09951,-94.53605,6/25/2017 5:01
N17003,40.09924,-94.53662,6/25/2017 10:01
N17003,40.09959,-94.53627,6/25/2017 15:01
N17003,40.09943,-94.53634,6/25/2017 20:01
N17003,40.10092,-94.53708,6/26/2017 1:01
N17003,40.10087,-94.53644,6/26/2017 6:01
N17003,40.10111,-94.53727,6/26/2017 11:01
N17003,40.1011,-94.53732,6/26/2017 16:01
N17003,40.09796,-94.53964,6/26/2017 21:01
N17003,40.09973,-94.54111,6/27/2017 2:01
N17003,40.10091,-94.54106,6/27/2017 7:01
N17003,40.09694,-94.53884,6/27/2017 12:01
N17003,40.09663,-94.53731,6/27/2017 17:01
N17003,40.09988,-94.53775,6/27/2017 22:01
N17003,40.0952,-94.53472,6/28/2017 3:02
N17003,40.09907,-94.53591,6/28/2017 8:01
N17003,40.09941,-94.53694,6/28/2017 13:01
N17003,40.09919,-94.53591,6/28/2017 18:01
N17003,40.09712,-94.53825,6/28/2017 23:01
N17003,40.09922,-94.54092,6/29/2017 4:01
N17003,40.10071,-94.54041,6/29/2017 9:01
N17003,40.10271,-94.53831,6/29/2017 14:01
N17003,40.10254,-94.53956,6/29/2017 19:01
N17003,40.10331,-94.54006,6/30/2017 0:01
N17003,40.10313,-94.54151,6/30/2017 5:01
N17003,40.10323,-94.53848,6/30/2017 10:01
N17003,40.10323,-94.53848,6/30/2017 15:01
N17003,40.10255,-94.53966,6/30/2017 20:01
N17003,40.10234,-94.54205,7/1/2017 1:01
N17003,40.10231,-94.54071,7/1/2017 6:01
N17003,40.10265,-94.53697,7/1/2017 11:01
N17003,40.10261,-94.53838,7/1/2017 16:01
N17003,40.10023,-94.53785,7/1/2017 21:01
N17003,40.09963,-94.53727,7/2/2017 2:01
N17003,40.09921,-94.53598,7/2/2017 7:01
N17003,40.09886,-94.53614,7/2/2017 12:01
N17003,40.09963,-94.53621,7/2/2017 17:01
N17003,40.0997,-94.53826,7/2/2017 22:01
N17003,40.10149,-94.54121,7/3/2017 3:02
N17003,40.10201,-94.53726,7/3/2017 8:01
N17003,40.10316,-94.53733,7/3/2017 13:01
N17003,40.10216,-94.53586,7/3/2017 18:01
N17003,40.09968,-94.53731,7/3/2017 23:02
N17003,40.0996,-94.53717,7/4/2017 4:01
N17003,40.09909,-94.53623,7/4/2017 9:01
N17003,40.09963,-94.53632,7/4/2017 14:01
N17003,40.09957,-94.53688,7/4/2017 19:01
N17003,40.09768,-94.53911,7/5/2017 0:01
N17003,40.09925,-94.536,7/5/2017 5:01
N17003,40.09893,-94.53621,7/5/2017 10:01
N17003,40.1011,-94.53861,7/5/2017 15:01
N17003,40.10237,-94.54111,7/5/2017 20:01
N17003,40.10264,-94.54115,7/6/2017 1:01
N17003,40.10199,-94.53733,7/6/2017 6:01
N17003,40.10272,-94.5372,7/6/2017 11:01
N17003,40.10239,-94.53598,7/6/2017 16:01
N17003,40.10247,-94.53606,7/6/2017 21:01
N17003,40.09943,-94.53775,7/7/2017 2:01
N17003,40.09884,-94.53602,7/7/2017 7:01
N17003,40.09967,-94.53628,7/7/2017 12:01
N17003,40.09921,-94.53598,7/7/2017 17:01
N17003,40.09751,-94.5426,7/7/2017 22:01
N17003,40.0982,-94.54406,7/8/2017 3:01
N17003,40.10126,-94.54174,7/8/2017 8:01
N17003,40.10247,-94.53587,7/8/2017 13:01
N17003,40.10279,-94.53663,7/8/2017 18:01
N17003,40.10322,-94.54084,7/8/2017 23:01
N17003,40.10166,-94.54678,7/9/2017 4:02
N17003,40.10103,-94.54208,7/9/2017 9:01
N17003,40.1024,-94.53632,7/9/2017 14:01
N17003,40.10241,-94.53583,7/9/2017 19:01
N17003,40.09786,-94.54216,7/10/2017 0:01
N17003,40.09489,-94.53952,7/10/2017 5:01
N17003,40.09509,-94.53964,7/10/2017 10:01
N17003,40.09665,-94.53829,7/10/2017 15:02
N17003,40.10023,-94.53797,7/10/2017 20:01
N17003,40.09917,-94.53583,7/11/2017 1:01
N17003,40.10111,-94.53735,7/11/2017 6:01
N17003,40.10243,-94.53594,7/11/2017 11:02
N17003,40.10256,-94.53636,7/11/2017 16:02
N17003,40.10243,-94.53955,7/11/2017 21:01
N17003,40.10241,-94.54018,7/12/2017 2:01
N17003,40.10155,-94.54037,7/12/2017 7:01
N17003,40.10229,-94.53865,7/12/2017 12:01
N17003,40.10234,-94.53861,7/12/2017 17:01
N17003,40.10227,-94.53844,7/13/2017 3:02
N17003,40.10237,-94.53762,7/13/2017 13:02
N17003,40.10231,-94.53945,7/13/2017 18:02
N17003,40.10311,-94.53961,7/13/2017 23:01
N17003,40.10389,-94.54031,7/14/2017 4:01
N17003,40.10228,-94.53868,7/14/2017 9:01
N17003,40.10245,-94.53768,7/14/2017 14:01
N17003,40.10092,-94.538,7/14/2017 19:01
N17003,40.09803,-94.54187,7/15/2017 0:01
N17003,40.09974,-94.54267,7/15/2017 5:02
N17003,40.10059,-94.54201,7/15/2017 10:01
N17003,40.10227,-94.53859,7/15/2017 15:01
N17003,40.10295,-94.53899,7/15/2017 20:02
N17003,40.10616,-94.53995,7/16/2017 1:01
N17003,40.10322,-94.54151,7/16/2017 6:01
N17003,40.10123,-94.54212,7/16/2017 11:01
N17003,40.10088,-94.54203,7/16/2017 16:02
N17003,40.10404,-94.53936,7/16/2017 21:02
N17003,40.10651,-94.53865,7/17/2017 2:01
N17003,40.10082,-94.53907,7/17/2017 7:01
N17003,40.10126,-94.53999,7/17/2017 12:02
N17003,40.10229,-94.53852,7/17/2017 17:01
N17003,40.1033,-94.54055,7/17/2017 22:01
N17003,40.10246,-94.53873,7/18/2017 3:01
N17003,40.10257,-94.53842,7/18/2017 8:01
N17003,40.10248,-94.53766,7/18/2017 13:01
N17003,40.10264,-94.53733,7/18/2017 18:01
N17003,40.10293,-94.53999,7/18/2017 23:01
N17003,40.10338,-94.53918,7/19/2017 4:01
N17003,40.10129,-94.54105,7/19/2017 9:01
N17003,40.10243,-94.53861,7/19/2017 14:01
N17003,40.1027,-94.53923,7/19/2017 19:01
N17003,40.10321,-94.54065,7/20/2017 0:02
N17003,40.10218,-94.53878,7/20/2017 5:01
N17003,40.10195,-94.53704,7/20/2017 10:01
N17003,40.10215,-94.53674,7/20/2017 15:01
N17003,40.10057,-94.53751,7/20/2017 20:01
N17003,40.09787,-94.5422,7/21/2017 1:01
N17003,40.09966,-94.53628,7/21/2017 6:02
N17003,40.09899,-94.53619,7/21/2017 11:01
N17003,40.10242,-94.53583,7/21/2017 16:01
N17003,40.10324,-94.54061,7/21/2017 21:01
N17003,40.10287,-94.54041,7/22/2017 2:01
N17003,40.10216,-94.53834,7/22/2017 7:01
N17003,40.10252,-94.53691,7/22/2017 12:02
N17003,40.10256,-94.53585,7/22/2017 17:01
N17003,40.10074,-94.53684,7/22/2017 22:01
N17003,40.09977,-94.53834,7/23/2017 3:01
N17003,40.10095,-94.53882,7/23/2017 8:02
N17003,40.10256,-94.53588,7/23/2017 13:02
N17003,40.1025,-94.53575,7/23/2017 18:01
N17003,40.10338,-94.54293,7/23/2017 23:01
N17003,40.10198,-94.54693,7/24/2017 4:01
N17003,40.10086,-94.54486,7/24/2017 9:01
N17003,40.10096,-94.54208,7/24/2017 14:01
N17003,40.10114,-94.54205,7/24/2017 19:02
N17003,40.10662,-94.53987,7/25/2017 0:01
N17003,40.10184,-94.53842,7/25/2017 5:02
N17003,40.10237,-94.53861,7/25/2017 10:01
N17003,40.10211,-94.53672,7/25/2017 15:02
N17003,40.10077,-94.53745,7/25/2017 20:01
N17003,40.09949,-94.539,7/26/2017 1:01
N17003,40.09628,-94.54035,7/26/2017 6:01
N17003,40.09489,-94.53964,7/26/2017 11:02
N17003,40.09671,-94.53821,7/26/2017 16:01
N17003,40.09844,-94.54246,7/26/2017 21:01
N17003,40.09902,-94.53596,7/27/2017 2:01
N17003,40.10067,-94.53878,7/27/2017 7:01
N17003,40.10197,-94.54,7/27/2017 12:01
N17003,40.10328,-94.54088,7/27/2017 22:02
N17003,40.0996,-94.5372,7/28/2017 3:01
N17003,40.10102,-94.54199,7/28/2017 8:01
N17003,40.10097,-94.54209,7/28/2017 13:01
N17003,40.10108,-94.54201,7/28/2017 18:01
N17003,40.10241,-94.54312,7/28/2017 23:01
N17003,40.1061,-94.54322,7/29/2017 4:01
N17003,40.10234,-94.53829,7/29/2017 9:01
N17003,40.10216,-94.53685,7/29/2017 14:01
N17003,40.10247,-94.54195,7/30/2017 0:02
N17003,40.10269,-94.54093,7/30/2017 5:01
N17003,40.10238,-94.53874,7/30/2017 10:01
N17003,40.10193,-94.53863,7/30/2017 15:01
N17003,40.10251,-94.5418,7/30/2017 20:01
N17003,40.1041,-94.54216,7/31/2017 1:01
N17003,40.10265,-94.53918,7/31/2017 6:01
N17003,40.10168,-94.5372,7/31/2017 11:01
N17003,40.10219,-94.53674,7/31/2017 16:01
N17003,40.10369,-94.54018,7/31/2017 21:01
N17003,40.10623,-94.53845,8/1/2017 2:01
N17003,40.10393,-94.53933,8/1/2017 7:01
N17003,40.10193,-94.5399,8/1/2017 12:01
N17003,40.10208,-94.54041,8/1/2017 17:02
N17003,40.10214,-94.54151,8/1/2017 22:01
N17003,40.09925,-94.53688,8/2/2017 3:01
N17003,40.09688,-94.53842,8/2/2017 8:01
N17003,40.09663,-94.53838,8/2/2017 13:02
N17003,40.09682,-94.53845,8/2/2017 18:01
N17003,40.09007,-94.54073,8/2/2017 23:01
N17003,40.09801,-94.54201,8/3/2017 4:01
N17003,40.09938,-94.54237,8/3/2017 9:01
N17003,40.0993,-94.5428,8/3/2017 14:01
N17003,40.09926,-94.54288,8/3/2017 19:01
N17003,40.09692,-94.53852,8/4/2017 0:01
N17003,40.0969,-94.53861,8/4/2017 5:01
N17003,40.09699,-94.53853,8/4/2017 10:01
N17003,40.0968,-94.53846,8/4/2017 15:01
N17003,40.0974,-94.5392,8/4/2017 20:01
N17003,40.09911,-94.54244,8/5/2017 1:03
N17003,40.09916,-94.54933,8/5/2017 6:02
N17003,40.09896,-94.54747,8/5/2017 11:01
N17003,40.09978,-94.54859,8/5/2017 16:02
N17003,40.09946,-94.54294,8/5/2017 21:01
N17003,40.09959,-94.53914,8/6/2017 2:01
N17003,40.09657,-94.53846,8/6/2017 7:01
N17003,40.09711,-94.53884,8/6/2017 12:01
N17003,40.09677,-94.53869,8/6/2017 17:01
N17003,40.09719,-94.54218,8/6/2017 22:01
N17003,40.09706,-94.54212,8/7/2017 3:01
N17003,40.09682,-94.53845,8/7/2017 8:01
N17003,40.0967,-94.53842,8/7/2017 13:01
N17003,40.09683,-94.53836,8/7/2017 18:01
N17003,40.09719,-94.54223,8/7/2017 23:01
N17003,40.09732,-94.54321,8/8/2017 4:01
N17003,40.09751,-94.54635,8/8/2017 9:01
N17003,40.0981,-94.54489,8/8/2017 14:01
N17003,40.09891,-94.54429,8/8/2017 19:01
N17003,40.09724,-94.54216,8/9/2017 0:01
N17003,40.09663,-94.54154,8/9/2017 5:01
N17003,40.09684,-94.53848,8/9/2017 10:01
N17003,40.09681,-94.53829,8/9/2017 15:02
N17003,40.0974,-94.54241,8/9/2017 20:01
N17003,40.09965,-94.5371,8/10/2017 1:01
N17003,40.10086,-94.54039,8/10/2017 6:01
N17003,40.10079,-94.54185,8/10/2017 11:01
N17003,40.10157,-94.53974,8/10/2017 16:02
N17003,40.09674,-94.54132,8/10/2017 21:01
N17003,40.09722,-94.54219,8/11/2017 2:01
N17003,40.0957,-94.53817,8/11/2017 7:01
N17003,40.0968,-94.53845,8/11/2017 12:01
N17003,40.09679,-94.53836,8/11/2017 17:01
N17003,40.09816,-94.54199,8/11/2017 22:01
N17003,40.09867,-94.54326,8/12/2017 3:01
N17003,40.0989,-94.54438,8/12/2017 8:01
N17003,40.10131,-94.54216,8/12/2017 13:02
N17003,40.10195,-94.5401,8/12/2017 18:01
N17003,40.10617,-94.54307,8/12/2017 23:01
N17003,40.1054,-94.53956,8/13/2017 4:01
N17003,40.10393,-94.53933,8/13/2017 9:01
N17003,40.10379,-94.53914,8/13/2017 14:02
N17003,40.1039,-94.53956,8/13/2017 19:02
N17003,40.1029,-94.54021,8/14/2017 0:01
N17003,40.1029,-94.54041,8/14/2017 5:01
N17003,40.10267,-94.53765,8/14/2017 10:01
N17003,40.10216,-94.53671,8/14/2017 15:01
N17003,40.1044,-94.54174,8/14/2017 20:01
N17003,40.10583,-94.53826,8/15/2017 1:01
N17003,40.10373,-94.53907,8/15/2017 6:01
N17003,40.10378,-94.53926,8/15/2017 11:01
N17003,40.10376,-94.53916,8/15/2017 16:01
N17003,40.1023,-94.54199,8/15/2017 21:01
N17003,40.10549,-94.5382,8/16/2017 2:01
N17003,40.10182,-94.54016,8/16/2017 7:01
N17003,40.1017,-94.53942,8/16/2017 12:01
N17003,40.10193,-94.53998,8/16/2017 17:02
N17003,40.10533,-94.53926,8/16/2017 22:01
N17003,40.10511,-94.53823,8/17/2017 3:01
N17003,40.1022,-94.53815,8/17/2017 8:01
N17003,40.10229,-94.53855,8/17/2017 13:01
N17003,40.10222,-94.53671,8/17/2017 18:02
N17003,40.10071,-94.53688,8/17/2017 23:01
N17003,40.09869,-94.53628,8/18/2017 4:01
N17003,40.09968,-94.53638,8/18/2017 9:01
N17003,40.10225,-94.53585,8/18/2017 14:01
N17003,40.10234,-94.53939,8/18/2017 19:01
N17003,40.10428,-94.5414,8/19/2017 0:01
N17003,40.10316,-94.54151,8/19/2017 5:01
N17003,40.10186,-94.53948,8/19/2017 10:01
N17003,40.1019,-94.53987,8/19/2017 15:01
N17003,40.10594,-94.54258,8/19/2017 20:02
N17003,40.10586,-94.54364,8/20/2017 1:01
N17003,40.10077,-94.54315,8/20/2017 6:01
N17003,40.10081,-94.54327,8/20/2017 11:01
N17003,40.10157,-94.54299,8/20/2017 16:01
N17003,40.10169,-94.54695,8/20/2017 21:01
N17003,40.10589,-94.54368,8/21/2017 2:01
N17003,40.10215,-94.53594,8/21/2017 7:01
N17003,40.10221,-94.5361,8/21/2017 12:02
N17003,40.10219,-94.53594,8/21/2017 17:01
N17003,40.10234,-94.5396,8/21/2017 22:01
N17003,40.10243,-94.53961,8/22/2017 3:01
N17003,40.10256,-94.53765,8/22/2017 8:01
N17003,40.10239,-94.53714,8/22/2017 13:01
N17003,40.10174,-94.53771,8/22/2017 18:01
N17003,40.10374,-94.54026,8/22/2017 23:02
N17003,40.10367,-94.54147,8/23/2017 4:01
N17003,40.10257,-94.5405,8/23/2017 9:01
N17003,40.10221,-94.53876,8/23/2017 14:01
N17003,40.10338,-94.54134,8/23/2017 19:01
N17003,40.10147,-94.54666,8/24/2017 0:01
N17003,40.1014,-94.54672,8/24/2017 5:01
N17003,40.10216,-94.53868,8/24/2017 10:02
N17003,40.10206,-94.53989,8/24/2017 15:02
N17003,40.10259,-94.54328,8/24/2017 20:01
N17003,40.10356,-94.54293,8/25/2017 1:01
N17003,40.1005,-94.54895,8/25/2017 6:01
N17003,40.10069,-94.54833,8/25/2017 11:01
N17003,40.10071,-94.54836,8/25/2017 16:01
N17003,40.10585,-94.54368,8/25/2017 21:01
N17003,40.10356,-94.54299,8/26/2017 2:01
N17003,40.10352,-94.53907,8/26/2017 7:01
N17003,40.10396,-94.53926,8/26/2017 12:02
N17003,40.104,-94.5392,8/26/2017 17:01
N17003,40.10655,-94.54134,8/26/2017 22:01
N17003,40.10583,-94.54378,8/27/2017 3:01
N17003,40.10116,-94.54368,8/27/2017 8:02
N17003,40.10087,-94.5434,8/27/2017 13:01
N17003,40.10117,-94.54347,8/27/2017 18:01
N17003,40.10618,-94.54308,8/27/2017 23:01
N17003,40.10352,-94.54144,8/28/2017 4:01
N17003,40.10344,-94.5414,8/28/2017 9:01
N17003,40.10194,-94.53985,8/28/2017 14:01
N17003,40.10282,-94.54145,8/28/2017 19:02
N17003,40.10359,-94.54296,8/29/2017 0:01
N17003,40.10142,-94.54677,8/29/2017 5:01
N17003,40.10057,-94.54866,8/29/2017 10:01
N17003,40.10079,-94.54836,8/29/2017 15:01
N17003,40.1011,-94.54914,8/29/2017 20:01
N17003,40.10182,-94.54842,8/30/2017 1:01
N17003,40.09882,-94.54456,8/30/2017 6:01
N17003,40.09883,-94.54518,8/30/2017 11:01
N17003,40.10002,-94.54441,8/30/2017 16:01
N17003,40.10449,-94.54151,8/30/2017 21:01
N17003,40.10319,-94.54308,8/31/2017 2:01
N17003,40.10334,-94.5414,8/31/2017 7:01
N17003,40.10187,-94.53989,8/31/2017 12:02
N17003,40.10093,-94.53991,8/31/2017 17:02
N17003,40.10246,-94.54341,8/31/2017 22:01
N17003,40.10587,-94.54367,9/1/2017 3:01
N17003,40.10073,-94.54734,9/1/2017 8:01
N17003,40.10071,-94.5486,9/1/2017 13:01
N17003,40.10073,-94.54808,9/1/2017 18:01
N17003,40.10199,-94.54766,9/1/2017 23:02
N17003,40.10227,-94.54645,9/2/2017 4:01
N17003,40.10023,-94.54449,9/2/2017 9:01
N17003,40.1001,-94.54441,9/2/2017 14:02
N17003,40.10165,-94.54502,9/2/2017 19:01
N17003,40.10248,-94.54313,9/3/2017 0:01
N17003,40.10601,-94.54345,9/3/2017 5:01
N17003,40.101,-94.54702,9/3/2017 10:01
N17003,40.10113,-94.54639,9/3/2017 15:01
N17003,40.10346,-94.54321,9/3/2017 20:01
N17003,40.10134,-94.54799,9/4/2017 1:01
N17003,40.10068,-94.54882,9/4/2017 6:01
N17003,40.10082,-94.54878,9/4/2017 11:01
N17003,40.10105,-94.54953,9/4/2017 16:02
N17003,40.10136,-94.54754,9/4/2017 21:01
N17003,40.10996,-94.54313,9/5/2017 2:01
N17003,40.1497,-94.55027,9/5/2017 7:01
N17003,40.16205,-94.55001,9/5/2017 12:02
N17003,40.16176,-94.54888,9/5/2017 17:02
N17003,40.16751,-94.55156,9/5/2017 22:01
N17003,40.1705,-94.55082,9/6/2017 3:01
N17003,40.16307,-94.54912,9/6/2017 8:01
N17003,40.16197,-94.54888,9/6/2017 13:01
N17003,40.16447,-94.55147,9/6/2017 18:01
N17003,40.16757,-94.55307,9/6/2017 23:01
N17003,40.1641,-94.55204,9/7/2017 4:01
N17003,40.16716,-94.55213,9/7/2017 9:01
N17003,40.16702,-94.55198,9/7/2017 14:01
N17003,40.16746,-94.55154,9/7/2017 19:01
N17003,40.16747,-94.55155,9/8/2017 0:01
N17003,40.1667,-94.55233,9/8/2017 5:01
N17003,40.16167,-94.54994,9/8/2017 10:01
N17003,40.16183,-94.54952,9/8/2017 15:01
N17003,40.16471,-94.5492,9/8/2017 20:01
